"","country","year","iso_code","population","gdp","cement_co2","cement_co2_per_capita","co2","co2_growth_abs","co2_growth_prct","co2_including_luc","co2_including_luc_growth_abs","co2_including_luc_growth_prct","co2_including_luc_per_capita","co2_including_luc_per_gdp","co2_including_luc_per_unit_energy","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","consumption_co2_per_gdp","cumulative_cement_co2","cumulative_co2","cumulative_co2_including_luc","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_luc_co2","cumulative_oil_co2","cumulative_other_co2","energy_per_capita","energy_per_gdp","flaring_co2","flaring_co2_per_capita","gas_co2","gas_co2_per_capita","ghg_excluding_lucf_per_capita","ghg_per_capita","land_use_change_co2","land_use_change_co2_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","oil_co2","oil_co2_per_capita","other_co2_per_capita","other_industry_co2","primary_energy_consumption","share_global_cement_co2","share_global_co2","share_global_co2_including_luc","share_global_coal_co2","share_global_cumulative_cement_co2","share_global_cumulative_co2","share_global_cumulative_co2_including_luc","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_luc_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","share_global_flaring_co2","share_global_gas_co2","share_global_luc_co2","share_global_oil_co2","share_global_other_co2","total_ghg","total_ghg_excluding_lucf","trade_co2","trade_co2_share","gdp_per_capita","continent"
"48","Croatia",1955,"HRV",4049662,14829266944,0.602,0.149,3.702,0.469,14.494,15.28,-0.228,-1.467,3.773,1.03,NA,0.914,0.25,NA,1.225,0.303,NA,NA,NA,9.679,59.504,784.866,32.201,0,0.691,1046.219,16.932,NA,NA,NA,0,0,0.143,0.035,NA,NA,11.578,2.859,NA,NA,NA,NA,1.732,0.428,NA,NA,NA,0.559,0.05,0.112,0.028,0.717,0.023,0.117,0.015,0,0.01,0.255,0.045,NA,0,0.026,0.187,0.075,NA,NA,NA,NA,NA,3661.85300007754,"Europe"
"49","Cuba",1955,"CUB",6559586,16833078272,0.214,0.033,6.777,0.828,13.919,44.186,-18.115,-29.076,6.736,2.625,NA,1.033,0.403,NA,0.084,0.013,NA,NA,NA,2.177,38.432,883.167,0.81,0,0,1867.248,35.446,NA,NA,NA,0,0,0,0,NA,NA,37.409,5.703,NA,NA,NA,NA,6.478,0.988,NA,NA,NA,0.199,0.091,0.324,0.002,0.161,0.015,0.132,0,0,0,0.454,0.095,NA,0,0,0.605,0.28,NA,NA,NA,NA,NA,2566.17998026095,"Amérique"
"50","Curacao",1955,"CUW",114672,NA,0,0,10.778,-2.252,-17.283,10.815,-2.252,-17.235,94.308,NA,NA,93.989,NA,NA,0,0,NA,NA,NA,0,107.36,109.229,0,0,0,2.198,107.36,NA,NA,NA,0,0,0,0,NA,NA,0.037,0.32,NA,NA,NA,NA,10.778,93.989,NA,NA,NA,0,0.145,0.079,0,0,0.041,0.016,0,0,0,0.001,0.288,NA,0,0,0.001,0.466,NA,NA,NA,NA,NA,NA,"Amérique"
"51","Cyprus",1955,"CYP",534130,1780800000,0,0,0.451,0.007,1.653,3.748,0.117,3.229,7.018,2.105,NA,0.844,0.253,NA,0,0,NA,NA,NA,0,2.125,20.812,0.029,0,0,133.626,2.096,NA,NA,NA,0,0,0,0,NA,NA,3.298,6.174,NA,NA,NA,NA,0.451,0.844,NA,NA,NA,0,0.006,0.028,0,0,0.001,0.003,0,0,0,0.033,0.006,NA,0,0,0.053,0.019,NA,NA,NA,NA,NA,3334.01980791193,"Asie"
"52","Czechia",1955,"CZE",9288978,NA,0.948,0.102,75.747,2.78,3.811,63.143,2.927,4.861,6.798,NA,NA,8.154,NA,NA,72.652,7.821,NA,NA,NA,9.723,3094.156,3291.902,3072.4,0,0.682,307.007,11.35,NA,NA,NA,0,0,0.152,0.016,NA,NA,-12.604,-1.357,NA,NA,NA,NA,1.994,0.215,NA,NA,NA,0.882,1.018,0.463,1.661,0.72,1.17,0.491,1.41,0,0.009,0.075,0.03,NA,0,0.028,-0.204,0.086,NA,NA,NA,NA,NA,NA,"Europe"
"53","Democratic Republic of Congo",1955,"COD",13638430,17494505472,0.2,0.015,3.388,0.571,20.288,374.551,20.247,5.715,27.463,21.41,NA,0.248,0.194,NA,2.034,0.149,NA,NA,NA,1.37,18.965,5455.095,12.922,0,0,6710.652,4.673,NA,NA,NA,0,0,0,0,NA,NA,371.163,27.215,NA,NA,NA,NA,1.154,0.085,NA,NA,NA,0.186,0.046,2.748,0.047,0.101,0.007,0.813,0.006,0,0,1.633,0.013,NA,0,0,6,0.05,NA,NA,NA,NA,NA,1282.73602401449,"Afrique"
"54","Denmark",1955,"DNK",4426513,52326932480,0.621,0.14,27.065,1.487,5.815,34.283,1.744,5.36,7.745,0.655,NA,6.114,0.517,NA,17.69,3.996,NA,NA,NA,10.14,816.157,1967.588,767.233,0,0,1152.914,38.784,NA,NA,NA,0,0,0,0,NA,NA,7.218,1.631,NA,NA,NA,NA,8.753,1.977,NA,NA,NA,0.578,0.364,0.252,0.405,0.751,0.309,0.293,0.352,0,0,0.281,0.104,NA,0,0,0.117,0.379,NA,NA,NA,NA,NA,11821.2535420093,"Europe"
"55","Djibouti",1955,"DJI",73010,338849984,0,0,0.037,0.004,11.111,0.037,0.004,11.111,0.502,0.108,NA,0.502,0.108,NA,0,0,NA,NA,NA,0,0.161,0.161,0,0,0,0,0.161,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.037,0.502,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.002,NA,NA,NA,NA,NA,4641.14482947541,"Afrique"
"56","Dominica",1955,"DMA",51918,64410000,0,0,0.004,0,0,0.004,0,0,0.071,0.057,NA,0.071,0.057,NA,0,0,NA,NA,NA,0,0.022,0.059,0,0,0,2.052,0.022,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.004,0.071,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,1240.61019299665,"Amérique"
"57","Dominican Republic",1955,"DOM",2791109,5162466816,0.116,0.042,0.915,0.289,46.2,20.371,0.949,4.885,7.298,3.946,NA,0.328,0.177,NA,0.004,0.001,NA,NA,NA,0.472,3.514,175.209,0.011,0,0,872.105,3.031,NA,NA,NA,0,0,0,0,NA,NA,19.456,6.971,NA,NA,NA,NA,0.795,0.285,NA,NA,NA,0.108,0.012,0.149,0,0.035,0.001,0.026,0,0,0,0.212,0.008,NA,0,0,0.315,0.034,NA,NA,NA,NA,NA,1849.61132510411,"Amérique"
"58","Ecuador",1955,"ECU",4022386,12868194304,0.073,0.018,1.198,0.234,24.323,50.991,-1.524,-2.903,12.677,3.963,NA,0.298,0.093,NA,0,0,NA,NA,NA,0.443,26.692,1362.77,0,0,1.997,1986.547,24.252,NA,NA,NA,0,0,0,0,NA,NA,49.794,12.379,NA,NA,NA,NA,1.125,0.28,NA,NA,NA,0.068,0.016,0.374,0,0.033,0.01,0.203,0,0,0.028,0.484,0.065,NA,0,0,0.805,0.049,NA,NA,NA,NA,NA,3199.14456345065,"Amérique"
"59","Egypt",1955,"EGY",23841704,33660147712,0.676,0.028,10.642,-1.022,-8.765,16.761,-0.839,-4.768,0.703,0.498,NA,0.446,0.316,NA,0.26,0.011,NA,NA,NA,7.715,129.228,252.082,2.422,0,0,165.649,119.092,NA,NA,NA,0,0,0,0,NA,NA,6.119,0.257,NA,NA,NA,NA,9.706,0.407,NA,NA,NA,0.628,0.143,0.123,0.006,0.571,0.049,0.038,0.001,0,0,0.04,0.319,NA,0,0,0.099,0.42,NA,NA,NA,NA,NA,1411.81803582496,"Afrique"
"60","El Salvador",1955,"SLV",2448639,5752750080,0.029,0.012,0.461,-0.007,-1.57,4.712,-0.374,-7.35,1.924,0.819,NA,0.188,0.08,NA,0,0,NA,NA,NA,0.073,2.326,33.25,0,0,0,499.88,2.253,NA,NA,NA,0,0,0,0,NA,NA,4.25,1.736,NA,NA,NA,NA,0.432,0.177,NA,NA,NA,0.027,0.006,0.035,0,0.005,0.001,0.005,0,0,0,0.122,0.006,NA,0,0,0.069,0.019,NA,NA,NA,NA,NA,2349.3663541257,"Amérique"
"61","Equatorial Guinea",1955,"GNQ",245814,206790000,0,0,0.037,0.007,25,5.533,0.667,13.705,22.507,26.755,NA,0.149,0.177,NA,0,0,NA,NA,NA,0,0.11,29.898,0,0,0,158.761,0.11,NA,NA,NA,0,0,0,0,NA,NA,5.496,22.358,NA,NA,NA,NA,0.037,0.149,NA,NA,NA,0,0,0.041,0,0,0,0.004,0,0,0,0.039,0,NA,0,0,0.089,0.002,NA,NA,NA,NA,NA,841.245820010252,"Afrique"
"62","Eritrea",1955,"ERI",895021,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.114,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,"Afrique"
"63","Estonia",1955,"EST",1168284,NA,0.067,0.057,10.422,1.232,13.4,7.125,0.902,14.492,6.099,NA,NA,8.921,NA,NA,9.184,7.861,NA,NA,NA,0.523,153.624,493.715,133.286,0,0.199,424.548,19.616,NA,NA,NA,0,0,0.023,0.02,NA,NA,-3.298,-2.823,NA,NA,NA,NA,1.149,0.983,NA,NA,NA,0.062,0.14,0.052,0.21,0.039,0.058,0.074,0.061,0,0.003,0.103,0.053,NA,0,0.004,-0.053,0.05,NA,NA,NA,NA,NA,NA,"Europe"
"64","Eswatini",1955,"SWZ",307090,206422400,0,0,0.004,0,0,4.877,0.037,0.757,15.881,23.625,NA,0.012,0.018,NA,0.004,0.012,NA,NA,NA,0,0.022,28.418,0.022,0,0,144.105,0,NA,NA,NA,0,0,0,0,NA,NA,4.873,15.869,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0.036,0,0,0,0.004,0,0,0,0.035,0,NA,0,0,0.079,0,NA,NA,NA,NA,NA,672.188609202514,"Afrique"
"65","Ethiopia",1955,"ETH",19703746,15096087552,0.015,0.001,0.227,-0.044,-16.223,101.903,3.034,3.068,5.172,6.75,NA,0.012,0.015,NA,0.029,0.001,NA,NA,NA,0.084,0.97,865.784,0.121,0,0,4622.832,0.766,NA,NA,NA,0,0,0,0,NA,NA,101.676,5.16,NA,NA,NA,NA,0.183,0.009,NA,NA,NA,0.014,0.003,0.748,0.001,0.006,0,0.129,0,0,0,1.125,0.002,NA,0,0,1.644,0.008,NA,NA,NA,NA,NA,766.153174731343,"Afrique"
"66","Faeroe Islands",1955,"FRO",32150,NA,0,0,0.099,0.022,28.571,0.136,0.022,19.355,4.217,NA,NA,3.077,NA,NA,0.021,0.659,NA,NA,NA,0,0.396,0.725,0.138,0,0,25.135,0.257,NA,NA,NA,0,0,0,0,NA,NA,0.037,1.14,NA,NA,NA,NA,0.078,2.418,NA,NA,NA,0,0.001,0.001,0,0,0,0,0,0,0,0.006,0.001,NA,0,0,0.001,0.003,NA,NA,NA,NA,NA,NA,"Europe"
"67","Falkland Islands",1955,"FLK",2208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"68","Fiji",1955,"FJI",343704,NA,0,0,0.172,0.015,9.302,1.271,0.088,7.43,3.699,NA,NA,0.501,NA,NA,0.048,0.139,NA,NA,NA,0,0.909,6.551,0.292,0,0,24.915,0.617,NA,NA,NA,0,0,0,0,NA,NA,1.099,3.198,NA,NA,NA,NA,0.125,0.362,NA,NA,NA,0,0.002,0.009,0.001,0,0,0.001,0,0,0,0.006,0.002,NA,0,0,0.018,0.005,NA,NA,NA,NA,NA,NA,"Océanie"
"69","Finland",1955,"FIN",4235412,35081912320,0.516,0.122,10.925,1.773,19.376,24.629,2.25,10.052,5.815,0.702,NA,2.58,0.311,NA,6.592,1.556,NA,NA,NA,6.097,167.919,2488.843,136.242,0,0,2484.448,25.579,NA,NA,NA,0,0,0,0,NA,NA,13.703,3.235,NA,NA,NA,NA,3.818,0.901,NA,NA,NA,0.48,0.147,0.181,0.151,0.451,0.063,0.371,0.063,0,0,0.605,0.069,NA,0,0,0.222,0.165,NA,NA,NA,NA,NA,8282.99875431245,"Europe"
"70","France",1955,"FRA",43593852,436918059008,5.248,0.12,239.231,12.663,5.589,217.613,17.353,8.665,4.992,0.498,NA,5.488,0.548,NA,179.389,4.115,NA,NA,NA,64.806,13020.974,10087.078,12455.248,0,5.888,-2613.092,495.032,NA,NA,NA,0,0,0.725,0.017,NA,NA,-21.618,-0.496,NA,NA,NA,NA,53.868,1.236,NA,NA,NA,4.879,3.214,1.597,4.102,4.799,4.924,1.504,5.717,0,0.081,-0.636,1.326,NA,0,0.133,-0.349,2.33,NA,NA,NA,NA,NA,10022.4696594373,"Europe"
"71","French Guiana",1955,"GUF",25475,NA,0,0,0.015,0,0,0.051,0,0,2.014,NA,NA,0.575,NA,NA,0,0,NA,NA,NA,0,0.07,4.1,0,0,0,4.03,0.07,NA,NA,NA,0,0,0,0,NA,NA,0.037,1.438,NA,NA,NA,NA,0.015,0.575,NA,NA,NA,0,0,0,0,0,0,0.001,0,0,0,0.001,0,NA,0,0,0.001,0.001,NA,NA,NA,NA,NA,NA,"Amérique"
"72","French Polynesia",1955,"PYF",74489,NA,0,0,0.044,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,0,0,NA,NA,NA,0,0.044,NA,0,0,0,NA,0.044,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.044,0.59,NA,NA,NA,0,0.001,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0.002,NA,NA,NA,NA,NA,NA,"Océanie"
"73","Gabon",1955,"GAB",489465,1473689344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1417.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.24,45.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,3010.81659362774,"Afrique"
"74","Gambia",1955,"GMB",349380,328644000,0,0,0.015,0,0,0.967,0.037,3.937,2.769,2.943,NA,0.042,0.045,NA,0,0,NA,NA,NA,0,0.081,6.493,0,0,0,73.756,0.081,NA,NA,NA,0,0,0,0,NA,NA,0.953,2.727,NA,NA,NA,NA,0.015,0.042,NA,NA,NA,0,0,0.007,0,0,0,0.001,0,0,0,0.018,0,NA,0,0,0.015,0.001,NA,NA,NA,NA,NA,940.64914992272,"Afrique"
"75","Georgia",1955,"GEO",3738237,NA,0.055,0.015,4.18,0.493,13.377,-15.276,-0.863,5.984,-4.086,NA,NA,1.118,NA,NA,1.457,0.39,NA,NA,NA,0.434,62.018,470.444,20.933,0,2.412,460.125,38.24,NA,NA,NA,0,0,0.273,0.073,NA,NA,-19.456,-5.205,NA,NA,NA,NA,2.395,0.641,NA,NA,NA,0.051,0.056,-0.112,0.033,0.032,0.023,0.07,0.01,0,0.033,0.112,0.102,NA,0,0.05,-0.315,0.104,NA,NA,NA,NA,NA,NA,"Asie"
"76","Germany",1955,"DEU",71222632,648607432704,10.594,0.149,723.498,63.767,9.666,714.778,62.191,9.53,10.036,1.102,NA,10.158,1.115,NA,682.295,9.58,NA,NA,NA,129.039,32385.264,33308.379,32013.779,0,2.572,1162.624,239.875,NA,NA,NA,0,0,0.729,0.01,NA,NA,-8.72,-0.122,NA,NA,NA,NA,29.88,0.42,NA,NA,NA,9.849,9.72,5.245,15.603,9.555,12.247,4.966,14.695,0,0.035,0.283,0.642,NA,0,0.133,-0.141,1.292,NA,NA,NA,NA,NA,9106.76023183193,"Europe"
"77","Ghana",1955,"GHA",5887163,11570982912,0,0,1.187,0.183,18.248,121.916,8.024,7.045,20.709,10.536,NA,0.202,0.103,NA,0.297,0.05,NA,NA,NA,0,5.591,581.572,1.765,0,0,2004.281,3.827,NA,NA,NA,0,0,0,0,NA,NA,120.729,20.507,NA,NA,NA,NA,0.89,0.151,NA,NA,NA,0,0.016,0.895,0.007,0,0.002,0.087,0.001,0,0,0.488,0.01,NA,0,0,1.952,0.039,NA,NA,NA,NA,NA,1965.45991880979,"Afrique"
"78","Greece",1955,"GRC",8146025,31917910016,0.56,0.069,5.953,0.871,17.136,23.504,-1.218,-4.925,2.885,0.736,NA,0.731,0.187,NA,1.499,0.184,NA,NA,NA,4.056,87.536,1453.805,54.739,0,0,1746.336,28.741,NA,NA,NA,0,0,0,0,NA,NA,17.551,2.154,NA,NA,NA,NA,3.895,0.478,NA,NA,NA,0.52,0.08,0.172,0.034,0.3,0.033,0.217,0.025,0,0,0.425,0.077,NA,0,0,0.284,0.168,NA,NA,NA,NA,NA,3918.21901062174,"Europe"
"79","Greenland",1955,"GRL",26322,NA,0,0,0.209,0.106,103.571,0.209,0.106,103.571,7.934,NA,NA,7.934,NA,NA,0.088,3.341,NA,NA,NA,0,0.736,0.736,0.476,0,0,0,0.26,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.121,4.594,NA,NA,NA,0,0.003,0.002,0.002,0,0,0,0,0,0,0,0.001,NA,0,0,0,0.005,NA,NA,NA,NA,NA,NA,"Amérique"
"80","Grenada",1955,"GRD",82679,NA,0,0,0.011,0,0,0.194,0.037,23.256,2.349,NA,NA,0.133,NA,NA,0,0,NA,NA,NA,0,0.062,0.612,0,0,0,2.748,0.062,NA,NA,NA,0,0,0,0,NA,NA,0.183,2.216,NA,NA,NA,NA,0.011,0.133,NA,NA,NA,0,0,0.001,0,0,0,0,0,0,0,0.001,0,NA,0,0,0.003,0,NA,NA,NA,NA,NA,NA,"Amérique"
"81","Guadeloupe",1955,"GLP",242585,NA,0,0,0.081,0.007,10,0.63,-0.139,-18.095,2.598,NA,NA,0.332,NA,NA,0,0,NA,NA,NA,0,0.414,8.878,0,0,0,8.464,0.414,NA,NA,NA,0,0,0,0,NA,NA,0.55,2.266,NA,NA,NA,NA,0.081,0.332,NA,NA,NA,0,0.001,0.005,0,0,0,0.001,0,0,0,0.002,0.001,NA,0,0,0.009,0.003,NA,NA,NA,NA,NA,NA,"Amérique"
"82","Guatemala",1955,"GTM",3560248,11053790208,0.04,0.011,0.916,0.172,23.148,48.658,-3.785,-7.217,13.667,4.402,NA,0.257,0.083,NA,0,0,NA,NA,NA,0.298,4.361,774.791,0,0,0,1496.304,4.063,NA,NA,NA,0,0,0,0,NA,NA,47.742,13.41,NA,NA,NA,NA,0.876,0.246,NA,NA,NA,0.037,0.012,0.357,0,0.022,0.002,0.116,0,0,0,0.364,0.011,NA,0,0,0.772,0.038,NA,NA,NA,NA,NA,3104.78096132629,"Amérique"
"83","Guernsey",1955,"GGY",44810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Europe"
"84","Guinea",1955,"GIN",3234063,1666553600,0,0,0,0,NA,66.245,-0.33,-0.495,20.484,39.75,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,3604.094,NA,NA,NA,3604.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.245,20.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.486,NA,0,0,0.537,NA,NA,NA,0.877,NA,NA,NA,NA,1.071,NA,NA,NA,NA,NA,NA,515.312657792999,"Afrique"
"85","Guinea-Bissau",1955,"GNB",563715,368167392,0,0,0.011,0.004,50,4.408,-0.18,-3.914,7.819,11.972,NA,0.019,0.03,NA,0,0,NA,NA,NA,0,0.048,30.825,0,0,0,173.344,0.048,NA,NA,NA,0,0,0,0,NA,NA,4.397,7.8,NA,NA,NA,NA,0.011,0.019,NA,NA,NA,0,0,0.032,0,0,0,0.005,0,0,0,0.042,0,NA,0,0,0.071,0,NA,NA,NA,NA,NA,653.109092360501,"Afrique"
"86","Guyana",1955,"GUY",483327,NA,0,0,0.517,0.044,9.302,18.287,1.07,6.214,37.836,NA,NA,1.069,NA,NA,0.004,0.008,NA,NA,NA,0,2.323,82.931,0.026,0,0,443.747,2.297,NA,NA,NA,0,0,0,0,NA,NA,17.77,36.767,NA,NA,NA,NA,0.513,1.061,NA,NA,NA,0,0.007,0.134,0,0,0.001,0.012,0,0,0,0.108,0.006,NA,0,0,0.287,0.022,NA,NA,NA,NA,NA,NA,"Amérique"
"87","Haiti",1955,"HTI",3546005,5976240128,0.015,0.004,0.267,0.051,23.674,10.673,0.308,2.968,3.01,1.786,NA,0.075,0.045,NA,0,0,NA,NA,NA,0.015,1.033,60.024,0,0,0,596.756,1.019,NA,NA,NA,0,0,0,0,NA,NA,10.406,2.935,NA,NA,NA,NA,0.253,0.071,NA,NA,NA,0.014,0.004,0.078,0,0.001,0,0.009,0,0,0,0.145,0.003,NA,0,0,0.168,0.011,NA,NA,NA,NA,NA,1685.34452940704,"Amérique"
"88","Honduras",1955,"HND",1796536,3301166848,0,0,0.436,0.059,15.534,66.754,2.404,3.735,37.157,20.221,NA,0.243,0.132,NA,0,0,NA,NA,NA,0,2.154,368.445,0,0,0,1762.054,2.154,NA,NA,NA,0,0,0,0,NA,NA,66.318,36.915,NA,NA,NA,NA,0.436,0.243,NA,NA,NA,0,0.006,0.49,0,0,0.001,0.055,0,0,0,0.429,0.006,NA,0,0,1.072,0.019,NA,NA,NA,NA,NA,1837.5177831115,"Amérique"
"89","Hong Kong",1955,"HKG",2490495,10509110272,0.058,0.023,1.879,0.081,4.478,1.989,0.081,4.22,0.799,0.189,NA,0.755,0.179,NA,0.475,0.191,NA,NA,NA,0.48,10.054,11.666,2.796,0,0,2.968,6.779,NA,NA,NA,0,0,0,0,NA,NA,0.11,0.044,NA,NA,NA,NA,1.346,0.54,NA,NA,NA,0.054,0.025,0.015,0.011,0.036,0.004,0.002,0.001,0,0,0.001,0.018,NA,0,0,0.002,0.058,NA,NA,NA,NA,NA,4219.68736014326,"Asie"
"90","Hungary",1955,"HUN",9823339,48083550208,0.581,0.059,35.705,1.696,4.985,34.972,1.366,4.064,3.56,0.727,NA,3.635,0.743,NA,29.231,2.976,NA,NA,NA,6.349,924.328,1903.671,863.47,0,7.717,997.268,46.792,NA,NA,NA,0,0,1.008,0.103,NA,NA,-0.733,-0.075,NA,NA,NA,NA,4.884,0.497,NA,NA,NA,0.541,0.48,0.257,0.668,0.47,0.35,0.284,0.396,0,0.106,0.243,0.125,NA,0,0.184,-0.012,0.211,NA,NA,NA,NA,NA,4894.82753348938,"Europe"
"91","Iceland",1955,"ISL",157742,1595612160,0,0,0.912,0.132,16.901,4.723,0.352,8.047,29.941,2.96,NA,5.784,0.572,NA,0.15,0.952,NA,NA,NA,0,4.943,131.021,1.088,0,0,126.078,3.855,NA,NA,NA,0,0,0,0,NA,NA,3.811,24.157,NA,NA,NA,NA,0.762,4.831,NA,NA,NA,0,0.012,0.035,0.003,0,0.002,0.02,0,0,0,0.031,0.01,NA,0,0,0.062,0.033,NA,NA,NA,NA,NA,10115.3285745077,"Europe"
"92","India",1955,"IND",398577984,423653998592,2.326,0.006,78.788,6.374,8.802,864.203,13.519,1.589,2.168,2.04,NA,0.198,0.186,NA,63.712,0.16,NA,NA,NA,24.261,2350.092,27246.24,2159.426,0,0,27684.816,166.405,NA,NA,NA,0,0,0,0,NA,NA,785.415,1.971,NA,NA,NA,NA,12.751,0.032,NA,NA,NA,2.162,1.059,6.341,1.457,1.796,0.889,4.062,0.991,0,0,6.738,0.446,NA,0,0,12.698,0.552,NA,NA,NA,NA,NA,1062.91369719006,"Asie"
"93","Indonesia",1955,"IDN",77741512,136433229824,0.073,0.001,20.844,6.097,41.343,512.773,15.587,3.135,6.596,3.758,NA,0.268,0.153,NA,2.121,0.027,NA,NA,NA,0.999,653.606,27623.76,130.212,0,37.26,35214.336,485.134,NA,NA,NA,0,0,3.664,0.047,NA,NA,491.929,6.328,NA,NA,NA,NA,14.986,0.193,NA,NA,NA,0.068,0.28,3.762,0.049,0.074,0.247,4.118,0.06,0,0.514,8.571,1.299,NA,0,0.67,7.953,0.648,NA,NA,NA,NA,NA,1754.95981894461,"Asie"
"94","Iran",1955,"IRN",18873866,44862808064,0.065,0.003,15.813,14.769,1414.722,57.363,17.591,44.228,3.039,1.279,NA,0.838,0.352,NA,0.649,0.034,NA,NA,NA,0.458,992.57,1729.364,6.597,11.641,0.583,1527.961,973.292,NA,NA,NA,11.641,0.617,0.583,0.031,NA,NA,41.55,2.201,NA,NA,NA,NA,2.876,0.152,NA,NA,NA,0.061,0.212,0.421,0.015,0.034,0.375,0.258,0.003,2.353,0.008,0.372,2.607,NA,12.021,0.106,0.672,0.124,NA,NA,NA,NA,NA,2376.98032104286,"Asie"
"95","Iraq",1955,"IRQ",6405692,21623615488,0.156,0.024,4.099,1.051,34.489,12.929,0.685,5.592,2.018,0.598,NA,0.64,0.19,NA,0.007,0.001,NA,NA,NA,0.465,144.904,426.665,0.029,0,0.634,444.223,143.775,NA,NA,NA,0,0,0.634,0.099,NA,NA,8.83,1.378,NA,NA,NA,NA,3.301,0.515,NA,NA,NA,0.145,0.055,0.095,0,0.034,0.055,0.064,0,0,0.009,0.108,0.385,NA,0,0.116,0.143,0.143,NA,NA,NA,NA,NA,3375.68766778047,"Asie"
"96","Ireland",1955,"IRL",2886375,18219999232,0.331,0.115,11.715,2.623,28.852,18.786,2.33,14.159,6.509,1.031,NA,4.059,0.643,NA,8.435,2.922,NA,NA,NA,3.107,284.946,255.194,272.557,0,0,-179.792,9.281,NA,NA,NA,0,0,0,0,NA,NA,7.072,2.45,NA,NA,NA,NA,2.95,1.022,NA,NA,NA,0.307,0.157,0.138,0.193,0.23,0.108,0.038,0.125,0,0,-0.044,0.025,NA,0,0,0.114,0.128,NA,NA,NA,NA,NA,6312.41582677234,"Europe"
"97","Isle of Man",1955,"IMN",52305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,"Europe"
