"","country","year","iso_code","population","gdp","cement_co2","cement_co2_per_capita","co2","co2_growth_abs","co2_growth_prct","co2_including_luc","co2_including_luc_growth_abs","co2_including_luc_growth_prct","co2_including_luc_per_capita","co2_including_luc_per_gdp","co2_including_luc_per_unit_energy","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","consumption_co2_per_gdp","cumulative_cement_co2","cumulative_co2","cumulative_co2_including_luc","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_luc_co2","cumulative_oil_co2","cumulative_other_co2","energy_per_capita","energy_per_gdp","flaring_co2","flaring_co2_per_capita","gas_co2","gas_co2_per_capita","ghg_excluding_lucf_per_capita","ghg_per_capita","land_use_change_co2","land_use_change_co2_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","oil_co2","oil_co2_per_capita","other_co2_per_capita","other_industry_co2","primary_energy_consumption","share_global_cement_co2","share_global_co2","share_global_co2_including_luc","share_global_coal_co2","share_global_cumulative_cement_co2","share_global_cumulative_co2","share_global_cumulative_co2_including_luc","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_luc_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","share_global_flaring_co2","share_global_gas_co2","share_global_luc_co2","share_global_oil_co2","share_global_other_co2","total_ghg","total_ghg_excluding_lucf","trade_co2","trade_co2_share","gdp_per_capita","continent"
"44","Colombia",1995,"COL",35970104,316298592256,3.896,0.108,58.775,-8.015,-12,117.546,41.779,55.141,3.268,0.372,0.359,1.634,0.186,0.179,14.136,0.393,66.341,1.844,0.21,76.637,1610.055,14736.372,422.081,37.551,198.761,18610.959,875.025,NA,9109.909,1.036,0.656,0.018,8.295,0.231,3.873,6.455,58.771,1.634,61.18,1.701,18.87,0.525,31.793,0.884,NA,NA,327.684,0.626,0.251,0.409,0.161,0.509,0.174,0.961,0.088,0.397,0.2,3.031,0.277,NA,0.268,0.197,1.111,0.34,NA,232.18,139.33,7.566,12.872,8793.37441604283,"Amérique"
"45","Comoros",1995,"COM",483767,563630464,0,0,0.077,0.004,5,0.443,-0.033,-6.923,0.916,0.787,1.725,0.159,0.137,0.299,0,0,NA,NA,NA,0,1.37,7.05,0,0,0,13.85,1.37,NA,531.424,0.456,0,0,0,0,0.579,0.723,0.366,0.757,0.17,0.351,0.04,0.083,0.077,0.159,NA,NA,0.257,0,0,0.002,0,0,0,0,0,0,0,0.002,0,NA,0,0,0.007,0.001,NA,0.35,0.28,NA,NA,1165.08663054735,"Afrique"
"46","Congo",1995,"COG",2742316,9864780800,0.039,0.014,1.186,-0.583,-32.943,12.508,0.15,1.215,4.561,1.268,2.899,0.432,0.12,0.275,0,0,NA,NA,NA,0.462,30.136,603.149,0,5.748,0.541,2967.4,23.386,NA,1573.03,0.437,0,0,0,0,3.34,6.892,11.322,4.129,5.18,1.889,1.66,0.605,1.147,0.418,NA,NA,4.314,0.006,0.005,0.044,0,0.003,0.003,0.039,0,0.061,0.001,0.483,0.007,NA,0,0,0.214,0.012,NA,18.9,9.16,NA,NA,3597.24437300442,"Afrique"
"47","Cook Islands",1995,"COK",17758,NA,0,0,0.048,0,0,NA,NA,NA,NA,NA,NA,2.682,NA,0.259,0,0,NA,NA,NA,0,0.784,NA,0,0,0,NA,0.784,NA,10356.9,NA,0,0,0,0,3.379,2.253,NA,NA,0.01,0.563,0,0,0.048,2.682,NA,NA,0.184,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0.001,NA,0.04,0.06,NA,NA,NA,"Océanie"
"48","Costa Rica",1995,"CRI",3572855,29581651968,0.371,0.104,4.801,-0.399,-7.675,9.674,-5.529,-36.367,2.708,0.327,0.314,1.344,0.162,0.156,0,0,6.765,1.894,0.229,6.281,80.598,1205.702,0,0,0,2008.935,74.317,NA,8610.148,1.04,0,0,0,0,2.81,3.507,4.873,1.364,3.67,1.027,1.55,0.434,4.43,1.24,NA,NA,30.763,0.06,0.02,0.034,0,0.042,0.009,0.079,0,0,0,0.327,0.024,NA,0,0,0.092,0.047,NA,12.53,10.04,1.964,40.919,8279.55569649482,"Amérique"
"49","Cote d'Ivoire",1995,"CIV",14299727,31414493184,0,0,6.115,1.982,47.967,87.163,-34.218,-28.19,6.095,2.775,3.695,0.428,0.195,0.259,0,0,7.086,0.496,0.226,0,136.946,11593.505,0,0,0.095,11456.558,136.851,NA,1649.679,0.751,0,0,0.095,0.007,1.459,5.699,81.048,5.668,14.55,1.018,2.97,0.208,6.02,0.421,NA,NA,23.59,0,0.026,0.303,0,0,0.015,0.756,0,0,0,1.866,0.043,NA,0,0.002,1.533,0.064,NA,81.5,20.87,0.971,15.877,2196.8596452226,"Afrique"
"50","Croatia",1995,"HRV",4807100,44384567296,0.627,0.13,16.818,0.764,4.757,12.751,-12.317,-49.135,2.652,0.287,0.145,3.499,0.379,0.191,0.858,0.178,19.624,4.082,0.442,47.603,595.862,1471.082,88.227,4.316,76.183,1196.076,378.725,0.808,18272.445,1.979,0.836,0.174,3.844,0.8,5.298,5.124,-4.067,-0.846,3.45,0.718,2.28,0.474,10.539,2.192,0.024,0.115,87.837,0.101,0.072,0.044,0.01,0.316,0.065,0.096,0.018,0.046,0.077,0.195,0.12,0.027,0.341,0.091,-0.077,0.113,0.051,24.63,25.47,2.806,16.686,9233.12751887833,"Europe"
"51","Cuba",1995,"CUB",10926708,31242330112,0.727,0.067,22.835,1.453,6.794,28.441,-9.869,-25.761,2.603,0.91,0.234,2.09,0.731,0.188,0.216,0.02,NA,NA,NA,37.176,962.967,4015.152,9.955,0,0.806,4074.698,915.03,NA,11120.69,3.889,0,0,0.033,0.003,3.532,2.545,5.606,0.513,11.41,1.044,4.01,0.367,21.859,2.001,NA,NA,121.513,0.117,0.097,0.099,0.002,0.247,0.104,0.262,0.002,0,0.001,0.664,0.29,NA,0,0.001,0.106,0.233,NA,27.81,38.59,NA,NA,2859.26283671166,"Amérique"
"52","Curacao",1995,"CUW",150604,NA,0,0,4.605,-0.048,-1.042,4.605,-0.048,-1.042,30.58,NA,NA,30.58,NA,NA,0,0,NA,NA,NA,0,458.417,462.228,0,0,0,4.14,458.417,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,4.605,30.58,NA,NA,NA,0,0.02,0.016,0,0,0.05,0.03,0,0,0,0.001,0.145,NA,0,0,0,0.049,NA,NA,NA,NA,NA,NA,"Amérique"
"53","Cyprus",1995,"CYP",862419,14339872768,0.751,0.871,5.874,-0.128,-2.139,3.712,0.165,4.644,4.305,0.259,0.147,6.811,0.41,0.233,0.048,0.055,7.822,9.07,0.545,13.856,108.806,84.697,2.116,0,0.01,90.831,92.55,0.274,29255.701,1.759,0,0,0.002,0.002,7.896,7.815,-2.162,-2.507,0.59,0.684,0.37,0.429,5.03,5.833,0.05,0.043,25.231,0.121,0.025,0.013,0.001,0.092,0.012,0.006,0,0,0,0.015,0.029,0.009,0,0,-0.041,0.054,0.019,6.74,6.81,1.948,33.157,16627.5009803819,"Asie"
"54","Czechia",1995,"CZE",10311702,149915926528,2.005,0.194,131.627,-1.046,-0.789,125.801,-1.559,-1.224,12.2,0.839,0.259,12.765,0.878,0.271,94.834,9.197,123.655,11.992,0.825,104.608,9046.114,8938.283,7797.938,2.361,230.535,1.429,901.996,8.677,47151.668,3.243,0.362,0.035,15.63,1.516,14.432,13.518,-5.826,-0.565,17.99,1.745,5.53,0.536,17.671,1.714,0.109,1.125,486.214,0.322,0.561,0.438,1.078,0.695,0.98,0.583,1.623,0.025,0.232,0,0.286,0.295,0.148,0.371,-0.11,0.189,0.503,139.39,148.82,-7.972,-6.056,14538.4269762644,"Europe"
"55","Democratic Republic of Congo",1995,"COD",43285788,24780658688,0.096,0.002,2.104,0.405,23.872,119.388,4.656,4.058,2.758,4.818,4.059,0.049,0.085,0.072,0,0,NA,NA,NA,8.667,142.974,11945.231,45.929,0,0,13076.779,88.378,NA,679.454,1.187,0,0,0,0,0.922,9.994,117.285,2.71,37.89,0.875,24.79,0.573,2.008,0.046,NA,NA,29.411,0.015,0.009,0.415,0,0.058,0.015,0.779,0.01,0,0,2.13,0.028,NA,0,0,2.218,0.021,NA,432.58,39.92,NA,NA,572.489489806677,"Afrique"
"56","Denmark",1995,"DNK",5235205,174565621760,1.204,0.23,61.614,-3.084,-4.766,58.647,-3.926,-6.275,11.202,0.336,0.241,11.769,0.353,0.253,25.6,4.89,68.19,13.025,0.391,50.99,2864.267,4063.842,1467.957,7.29,47.552,1201.059,1286.42,4.058,46534.887,1.396,0.454,0.087,7.574,1.447,14.626,14.691,-2.968,-0.567,9.65,1.843,6.64,1.268,26.024,4.971,0.145,0.759,243.62,0.193,0.263,0.204,0.291,0.339,0.31,0.265,0.305,0.077,0.048,0.196,0.407,0.138,0.185,0.18,-0.056,0.278,0.34,76.91,76.57,6.576,10.673,33344.5627745236,"Europe"
"57","Djibouti",1995,"DJI",629628,1251123072,NA,NA,0.311,0.018,6.25,0.421,0.018,4.545,0.669,0.337,0.059,0.495,0.249,0.044,0,0,NA,NA,NA,NA,8.5,10.809,0,0,0,2.308,8.5,NA,11330.889,5.702,0,0,0,0,1.668,1.668,0.11,0.175,0.51,0.81,0.22,0.349,0.311,0.495,NA,NA,7.134,NA,0.001,0.001,0,NA,0.001,0.001,0,0,0,0,0.003,NA,0,0,0.002,0.003,NA,1.05,1.05,NA,NA,1987.08296327355,"Afrique"
"58","Dominica",1995,"DMA",69224,327078080,0,0,0.081,0.015,22.222,0.081,0.015,22.222,1.164,0.246,0.194,1.164,0.246,0.194,0,0,NA,NA,NA,0,1.315,1.205,0,0,0,1.905,1.315,NA,5999.083,1.27,0,0,0,0,3.034,3.756,0,0,0.09,1.3,0.03,0.433,0.081,1.164,NA,NA,0.415,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.001,NA,0.26,0.21,NA,NA,4724.92314804114,"Amérique"
"59","Dominican Republic",1995,"DOM",7869754,37276688384,0.623,0.079,15.107,3.311,28.064,21.556,0.636,3.039,2.739,0.578,0.466,1.92,0.405,0.326,0.293,0.037,14.935,1.898,0.401,14.084,224.099,998.119,3.158,0,0,1474.43,206.856,NA,5880.611,1.241,0,0,0,0,2.71,1.789,6.449,0.819,7.33,0.931,2.12,0.269,14.191,1.803,NA,NA,46.279,0.1,0.064,0.075,0.003,0.094,0.024,0.065,0.001,0,0,0.24,0.065,NA,0,0,0.122,0.152,NA,14.08,21.33,-0.172,-1.138,4736.7031274421,"Amérique"
"60","Ecuador",1995,"ECU",11561683,78692040704,1.179,0.102,22.686,9.147,67.555,47.162,2.991,6.772,4.079,0.599,0.497,1.962,0.288,0.239,0,0,22.771,1.97,0.289,19.795,416.291,3495.553,0,25.124,7.581,3729.732,363.791,NA,8201.072,1.205,1.484,0.128,0.465,0.04,4.099,7.263,24.476,2.117,22.2,1.92,4.28,0.37,19.558,1.692,NA,NA,94.818,0.189,0.097,0.164,0,0.132,0.045,0.228,0,0.266,0.008,0.607,0.115,NA,0.606,0.011,0.463,0.209,NA,83.97,47.39,0.085,0.373,6806.27904293865,"Amérique"
"61","Egypt",1995,"EGY",64166908,305979195392,8.325,0.13,94.89,10.335,12.222,97.712,7.44,8.242,1.523,0.319,0.223,1.479,0.31,0.217,2.451,0.038,98.725,1.539,0.323,119.227,1834.361,2095.604,74.76,20.207,190.706,304.039,1429.46,NA,6823.153,1.431,0,0,26.011,0.405,2.397,2.39,2.821,0.044,42.51,0.662,15.73,0.245,58.104,0.906,NA,NA,437.821,1.337,0.404,0.34,0.028,0.792,0.199,0.137,0.016,0.214,0.192,0.05,0.453,NA,0,0.618,0.053,0.621,NA,153.38,153.79,3.834,4.041,4768.48900670109,"Afrique"
"62","El Salvador",1995,"SLV",5748201,25119266816,0.382,0.066,4.998,0.486,10.763,5.328,-2.006,-27.35,0.927,0.212,0.215,0.87,0.199,0.201,0.004,0.001,6.641,1.155,0.264,6.429,77.635,242.222,0.011,0,0,633.542,71.195,NA,4320.759,0.989,0,0,0,0,1.632,1.821,0.33,0.057,3.25,0.565,1.15,0.2,4.613,0.803,NA,NA,24.837,0.061,0.021,0.019,0,0.043,0.008,0.016,0,0,0,0.103,0.023,NA,0,0,0.006,0.049,NA,10.47,9.38,1.643,32.872,4369.93536168968,"Amérique"
"63","Equatorial Guinea",1995,"GNQ",560744,1433333504,0,0,0.084,0.007,9.524,0.671,0.117,21.192,1.196,0.468,1.318,0.15,0.059,0.166,0,0,NA,NA,NA,0,2.374,95.623,0,0,0,222.222,2.374,NA,907.036,0.355,0,0,0,0,4.619,11.449,0.586,1.045,1.47,2.622,0.01,0.018,0.084,0.15,NA,NA,0.509,0,0,0.002,0,0,0,0.006,0,0,0,0.036,0.001,NA,0,0,0.011,0.001,NA,6.42,2.59,NA,NA,2556.12811550369,"Afrique"
"64","Eritrea",1995,"ERI",2157227,NA,0.02,0.009,0.823,0.079,10.614,-2.878,-0.91,46.268,-1.334,NA,-0.647,0.381,NA,0.185,0,0,NA,NA,NA,0.108,1.636,12.151,0,0,0,132.527,1.528,NA,2062.443,NA,0,0,0,0,1.993,2.202,-3.701,-1.715,2.41,1.117,1.1,0.51,0.802,0.372,NA,NA,4.449,0.003,0.004,-0.01,0,0.001,0,0.001,0,0,0,0.022,0,NA,0,0,-0.07,0.009,NA,4.75,4.3,NA,NA,NA,"Afrique"
"65","Estonia",1995,"EST",1452777,18507421696,0.348,0.239,18.066,-1.98,-9.876,11.654,-0.807,-6.478,8.022,0.63,0.187,12.436,0.976,0.291,12.915,8.89,15.706,10.811,0.849,13.321,1205.953,1328.183,866.589,2.841,39.682,206.686,283.096,0.424,42790.969,3.359,0,0,1.289,0.887,13.25,12.046,-6.412,-4.414,1.73,1.191,1.23,0.847,3.494,2.405,0.014,0.02,62.166,0.056,0.077,0.041,0.147,0.089,0.131,0.087,0.18,0.03,0.04,0.034,0.09,0.014,0,0.031,-0.121,0.037,0.009,17.5,19.25,-2.361,-13.067,12739.3410661099,"Europe"
"66","Eswatini",1995,"SWZ",953586,4356450304,0,0,1.063,-0.015,-1.361,2.492,0.022,0.89,2.613,0.572,0.571,1.114,0.244,0.243,0.454,0.476,NA,NA,NA,0,14.564,115.434,11.134,0,0,221.122,3.43,NA,4577.239,1.002,0,0,0,0,2.318,2.223,1.429,1.499,1.2,1.258,0.42,0.44,0.608,0.638,NA,NA,4.365,0,0.005,0.009,0.005,0,0.002,0.008,0.002,0,0,0.036,0.001,NA,0,0,0.027,0.006,NA,2.12,2.21,NA,NA,4568.49230588536,"Afrique"
"67","Ethiopia",1995,"ETH",57476540,42631098368,0.249,0.004,2.506,0.309,14.052,-17.17,4.229,-19.764,-0.299,-0.403,-1.237,0.044,0.059,0.181,0,0,3.693,0.064,0.087,3.275,62.273,2891.541,0.388,0,0,6587.286,58.61,NA,241.478,0.326,0,0,0,0,1.128,1.61,-19.676,-0.342,40.89,0.711,22.7,0.395,2.257,0.039,NA,NA,13.879,0.04,0.011,-0.06,0,0.022,0.007,0.189,0,0,0,1.073,0.019,NA,0,0,-0.372,0.024,NA,92.51,64.81,1.187,47.358,741.713025314328,"Afrique"
"68","Faeroe Islands",1995,"FRO",43830,NA,0,0,0.572,-0.004,-0.637,0.572,-0.004,-0.637,13.041,NA,0.197,13.041,NA,0.197,0,0,NA,NA,NA,0,14.117,15.327,0.238,0,0,26.014,13.88,NA,66344.984,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.572,13.041,NA,NA,2.908,0,0.002,0.002,0,0,0.002,0.001,0,0,0,0.004,0.004,NA,0,0,0,0.006,NA,NA,NA,NA,NA,NA,"Europe"
"69","Falkland Islands",1995,"FLK",2758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.734,NA,NA,45185.336,NA,NA,NA,NA,NA,NA,NA,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"70","Fiji",1995,"FJI",792247,NA,0.037,0.047,0.737,0.014,1.884,2.056,-0.206,-9.117,2.595,NA,0.36,0.93,NA,0.129,0.051,0.065,NA,NA,NA,1.081,22.299,66.45,1.497,0,0,63.424,19.72,NA,7198.563,NA,0,0,0,0,2.449,-0.757,1.319,1.665,0.83,1.048,0.4,0.505,0.649,0.819,NA,NA,5.703,0.006,0.003,0.007,0.001,0.007,0.002,0.004,0,0,0,0.01,0.006,NA,0,0,0.025,0.007,NA,-0.6,1.94,NA,NA,NA,"Océanie"
"71","Finland",1995,"FIN",5107942,131584983040,0.378,0.074,58.116,-3.617,-5.859,62.256,-3.177,-4.856,12.188,0.473,0.187,11.377,0.442,0.175,24.657,4.827,75.296,14.741,0.572,35.116,1777.821,4411.98,657.104,0.623,65.834,2797.684,1013.42,5.724,65060.121,2.526,0.075,0.015,6.509,1.274,13.773,7.68,4.14,0.811,8.08,1.582,6,1.175,25.591,5.01,0.177,0.905,332.323,0.061,0.248,0.217,0.28,0.233,0.193,0.288,0.137,0.007,0.066,0.456,0.321,0.195,0.03,0.155,0.078,0.273,0.405,39.23,70.35,17.181,29.563,25760.8608398451,"Europe"
"72","France",1995,"FRA",57420356,1749671477248,8.485,0.148,386.262,4.353,1.14,371.496,2.338,0.633,6.47,0.212,0.129,6.727,0.221,0.134,62.84,1.094,500.752,8.721,0.286,499.557,29448.691,25020.361,17776.84,76.524,1410.384,-4107.527,9656.891,28.495,50173.398,1.647,4.344,0.076,68.821,1.199,8.54,8.107,-14.766,-0.257,70.75,1.232,61.5,1.071,236.857,4.125,0.086,4.915,2880.974,1.363,1.647,1.292,0.715,3.319,3.19,1.632,3.7,0.809,1.419,-0.669,3.057,0.968,1.774,1.635,-0.279,2.529,2.199,465.53,490.36,114.49,29.641,30471.275330442,"Europe"
"73","French Guiana",1995,"GUF",137189,NA,0,0,0.724,-0.049,-6.325,1.457,-0.232,-13.742,10.618,NA,0.368,5.277,NA,0.183,0,0,NA,NA,NA,0,11.574,36.416,0,0,0,24.842,11.574,NA,28842.443,NA,0,0,0,0,NA,NA,0.733,5.342,NA,NA,NA,NA,0.724,5.277,NA,NA,3.957,0,0.003,0.005,0,0,0.001,0.002,0,0,0,0.004,0.004,NA,0,0,0.014,0.008,NA,NA,NA,NA,NA,NA,"Amérique"
"74","French Polynesia",1995,"PYF",231454,NA,0,0,0.432,-0.011,-2.479,NA,NA,NA,NA,NA,NA,1.868,NA,0.131,0,0,NA,NA,NA,0,10.926,NA,0,0,0,NA,10.926,NA,14246.435,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.432,1.868,NA,NA,3.297,0,0.002,NA,0,0,0.001,NA,0,0,0,NA,0.003,NA,0,0,NA,0.005,NA,NA,NA,NA,NA,NA,"Océanie"
"75","Gabon",1995,"GAB",1121961,10240901120,0.063,0.056,4.606,0.231,5.283,13.29,-1.088,-7.567,11.845,1.298,1.092,4.105,0.45,0.379,0,0,NA,NA,NA,1.213,140.203,523.055,0,70.734,6.183,1877.947,62.073,NA,10842.712,1.188,3.425,3.053,0.257,0.229,12.024,15.277,8.684,7.74,7.92,7.059,0.35,0.312,0.862,0.768,NA,NA,12.165,0.01,0.02,0.046,0,0.008,0.015,0.034,0,0.748,0.006,0.306,0.02,NA,1.398,0.006,0.164,0.009,NA,17.14,13.49,NA,NA,9127.6801243537,"Afrique"
"76","Gambia",1995,"GMB",1242160,1529318528,0,0,0.216,0.007,3.509,0.436,0.007,1.709,0.351,0.285,0.483,0.174,0.141,0.24,0,0,NA,NA,NA,0,4.272,29.774,0,0,0,92.846,4.272,NA,726.506,0.59,0,0,0,0,3.003,3.615,0.22,0.177,3.39,2.729,0.35,0.282,0.216,0.174,NA,NA,0.902,0,0.001,0.002,0,0,0,0.002,0,0,0,0.015,0.001,NA,0,0,0.004,0.002,NA,4.49,3.73,NA,NA,1231.1767630579,"Afrique"
"77","Georgia",1995,"GEO",4877682,18187137024,0.041,0.008,2.29,-3.778,-62.255,-6.1,-3.814,166.845,-1.251,-0.335,-0.138,0.47,0.126,0.052,0.157,0.032,2.272,0.466,0.125,9.17,493.465,290.076,67.757,2.734,168.724,-151.69,245.08,NA,9073.216,2.433,0,0,1.686,0.346,3.465,-0.279,-8.391,-1.72,7.34,1.505,1.36,0.279,0.406,0.083,NA,NA,44.256,0.007,0.01,-0.021,0.002,0.061,0.053,0.019,0.014,0.029,0.17,-0.025,0.078,NA,0,0.04,-0.159,0.004,NA,-1.36,16.9,-0.018,-0.792,3728.64344662075,"Asie"
"78","Germany",1995,"DEU",81123264,2356396687360,15.562,0.192,938.614,-0.879,-0.094,913.552,-4.506,-0.491,11.261,0.388,0.23,11.57,0.398,0.236,406.06,5.005,1137.737,14.025,0.483,852.75,71604.867,70675.281,55788.926,23.736,2752.991,-690.078,12124.579,61.89,48996.98,1.687,3.06,0.038,152.984,1.886,12.733,12.105,-25.062,-0.309,87.71,1.081,62.78,0.774,350.353,4.319,0.131,10.595,3974.795,2.5,4.001,3.178,4.617,5.666,7.756,4.611,11.61,0.251,2.77,-0.112,3.838,2.103,1.249,3.634,-0.474,3.742,4.739,982.02,1032.97,199.124,21.215,29047.1138754969,"Europe"
"79","Ghana",1995,"GHA",17438882,31879333888,0.53,0.03,5.154,0.065,1.271,51.393,7.429,16.899,2.947,1.612,1.503,0.296,0.162,0.151,0.007,0,6.382,0.366,0.2,6.847,110.178,2012.27,4.149,0,0,3330.393,99.182,NA,1960.216,1.072,0,0,0,0,0.769,1.347,46.24,2.652,5.74,0.329,3.68,0.211,4.617,0.265,NA,NA,34.184,0.085,0.022,0.179,0,0.045,0.012,0.131,0.001,0,0,0.542,0.031,NA,0,0,0.874,0.049,NA,23.49,13.41,1.228,23.829,1828.06064563084,"Afrique"
"80","Greece",1995,"GRC",10727928,179928432640,6.356,0.593,86.963,0.533,0.617,88.246,0.313,0.356,8.226,0.49,0.279,8.106,0.483,0.275,40.427,3.768,100.341,9.353,0.558,153.624,1750.866,3472.763,674.553,0.207,4.539,2101.964,912.562,5.381,29529.844,1.761,0.023,0.002,0.194,0.018,9.766,9.682,1.282,0.12,11.19,1.043,6.54,0.61,39.134,3.648,0.077,0.83,316.794,1.021,0.371,0.307,0.46,1.021,0.19,0.227,0.14,0.002,0.005,0.342,0.289,0.183,0.009,0.005,0.024,0.418,0.371,103.87,104.77,13.378,15.383,16771.9649721736,"Europe"
"81","Greenland",1995,"GRL",55807,NA,0,0,0.534,0.038,7.747,0.534,0.038,7.747,9.571,NA,0.26,9.571,NA,0.26,0,0,NA,NA,NA,0,17.988,17.988,2.175,0,0,0,15.813,NA,36809.293,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.534,9.571,NA,NA,2.054,0,0.002,0.002,0,0,0.002,0.001,0,0,0,0,0.005,NA,0,0,0,0.006,NA,NA,NA,NA,NA,NA,"Amérique"
"82","Grenada",1995,"GRD",104075,NA,0,0,0.15,0.007,5.128,0.004,0.044,-109.091,0.035,NA,0.006,1.443,NA,0.231,0,0,NA,NA,NA,0,2.305,1.389,0,0,0,1.282,2.305,NA,6252.483,NA,0,0,0,0,18.833,18.833,-0.147,-1.408,1.78,17.103,0.01,0.096,0.15,1.443,NA,NA,0.651,0,0.001,0,0,0,0,0,0,0,0,0,0.001,NA,0,0,-0.003,0.002,NA,1.96,1.96,NA,NA,NA,"Amérique"
"83","Guadeloupe",1995,"GLP",413945,NA,0,0,1.764,0.076,4.528,1.544,-0.143,-8.497,3.731,NA,0.214,4.262,NA,0.245,0,0,NA,NA,NA,0,24.761,37.988,0,0,0,13.227,24.761,NA,17399.232,NA,0,0,0,0,NA,NA,-0.22,-0.531,NA,NA,NA,NA,1.764,4.262,NA,NA,7.202,0,0.008,0.005,0,0,0.003,0.002,0,0,0,0.002,0.008,NA,0,0,-0.004,0.019,NA,NA,NA,NA,NA,NA,"Amérique"
"84","Guatemala",1995,"GTM",10363096,56765521920,0.494,0.048,7.079,0.327,4.849,43.682,-11.251,-20.481,4.215,0.77,1.364,0.683,0.125,0.221,0,0,9.183,0.886,0.162,9.629,132.292,2258.328,0,0,0.396,2851.911,122.267,NA,3090.082,0.564,0,0,0.022,0.002,1.421,3.021,36.603,3.532,5.82,0.562,2.99,0.289,6.562,0.633,NA,NA,32.023,0.079,0.03,0.152,0,0.064,0.014,0.147,0,0,0,0.464,0.039,NA,0,0.001,0.692,0.07,NA,31.31,14.73,2.104,29.73,5477.66052924724,"Amérique"
"85","Guernsey",1995,"GGY",58295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Europe"
"86","Guinea",1995,"GIN",7468350,6351702528,0,0,1.165,0.04,3.583,3.473,-3.917,-53,0.465,0.547,0.635,0.156,0.183,0.213,0,0,1.165,0.156,0.183,0,31.979,4417.531,0,0,0,4385.551,31.979,NA,732.626,0.861,0,0,0,0,1.371,2.843,2.308,0.309,6.11,0.818,3.15,0.422,1.165,0.156,NA,NA,5.472,0,0.005,0.012,0,0,0.003,0.288,0,0,0,0.714,0.01,NA,0,0,0.044,0.012,NA,21.23,10.24,0,0,850.482707425335,"Afrique"
"87","Guinea-Bissau",1995,"GNB",1117229,1448757888,0,0,0.183,0,0,2.345,-0.183,-7.246,2.099,1.619,1.781,0.164,0.126,0.139,0,0,NA,NA,NA,0,4.346,147.828,0,0,0,286.048,4.346,NA,1178.589,0.909,0,0,0,0,1.387,2.972,2.162,1.935,0.97,0.868,0.68,0.609,0.183,0.164,NA,NA,1.317,0,0.001,0.008,0,0,0,0.01,0,0,0,0.047,0.001,NA,0,0,0.041,0.002,NA,3.32,1.55,NA,NA,1296.74210748199,"Afrique"
"88","Guyana",1995,"GUY",751702,NA,NA,NA,1.568,0.11,7.538,14.392,-0.623,-4.148,19.146,NA,3.725,2.086,NA,0.406,0,0,NA,NA,NA,NA,52.421,525.956,0.033,0,0,836.674,52.388,NA,5140.571,NA,0,0,0,0,4.802,14.633,12.824,17.06,1.38,1.836,0.73,0.971,1.568,2.086,NA,NA,3.864,NA,0.007,0.05,0,NA,0.006,0.034,0,0,0,0.136,0.017,NA,0,0,0.242,0.017,NA,11,3.61,NA,NA,NA,"Amérique"
"89","Haiti",1995,"HTI",7627320,10289435648,0,0,0.876,0.692,378,6.408,3.99,165,0.84,0.623,1.406,0.115,0.085,0.192,0,0,NA,NA,NA,2.494,23.793,240.189,0.945,0,0,754.161,20.354,NA,597.513,0.443,0,0,0,0,0.767,0.776,5.533,0.725,3.82,0.501,1.13,0.148,0.876,0.115,NA,NA,4.557,0,0.004,0.022,0,0.017,0.003,0.016,0,0,0,0.123,0.006,NA,0,0,0.105,0.009,NA,5.92,5.85,NA,NA,1349.02372628918,"Amérique"
